"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-06","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.4","","","","1"
"2017-07","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.3","","","","1"
"2017-08","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.0","","","","1"
"2017-09","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.2","","","","1"
"2017-10","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.1","","","","1"
"2017-11","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.5","","","","1"
"2017-12","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.5","","","","1"
"2018-01","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.2","","","","1"
"2018-02","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.8","","","","1"
"2018-03","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","9.8","","","","1"
"2018-04","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.6","","","","1"
"2018-05","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.1","","","","1"
"2018-06","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.5","","","","1"
"2018-07","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.8","","","","1"
"2018-08","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","10.8","","","","1"
"2018-09","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.3","","","","1"
"2018-10","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.3","","","","1"
"2018-11","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.9","","","","1"
"2018-12","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.6","","","","1"
"2019-01","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","13.1","","","","1"
"2019-02","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","13.0","","","","1"
"2019-03","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","14.0","","","","1"
"2019-04","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","13.3","","","","1"
"2019-05","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.8","","","","1"
"2019-06","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","13.0","","","","1"
"2019-07","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.3","","","","1"
"2019-08","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","13.3","","","","1"
"2019-09","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.8","","","","1"
"2019-10","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.5","","","","1"
"2019-11","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","11.8","","","","1"
"2019-12","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.1","","","","1"
"2020-01","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.4","","","","1"
"2020-02","New Brunswick","2016A000213","Information, culture and recreation [51, 71]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057694","5.16.1.1","12.3","","","","1"
"2016-02","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.7","","","","1"
"2016-03","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.3","","","","1"
"2016-04","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","24.0","","","","1"
"2016-05","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","21.4","","","","1"
"2016-06","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.1","","","","1"
"2016-07","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","21.3","","","","1"
"2016-08","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","21.9","","","","1"
"2016-09","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.2","","","","1"
"2016-10","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.1","","","","1"
"2016-11","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.4","","","","1"
"2016-12","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.8","","","","1"
"2017-01","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.0","","","","1"
"2017-02","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.2","","","","1"
"2017-03","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.2","","","","1"
"2017-04","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.3","","","","1"
"2017-05","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.5","","","","1"
"2017-06","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.6","","","","1"
"2017-07","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.5","","","","1"
"2017-08","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.4","","","","1"
"2017-09","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","24.7","","","","1"
"2017-10","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","25.5","","","","1"
"2017-11","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","24.5","","","","1"
"2017-12","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","24.4","","","","1"
"2018-01","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.8","","","","1"
"2018-02","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","24.1","","","","1"
"2018-03","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.6","","","","1"
"2018-04","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","22.0","","","","1"
"2018-05","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.6","","","","1"
"2018-06","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.1","","","","1"
"2018-07","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.9","","","","1"
"2018-08","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.8","","","","1"
"2018-09","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.0","","","","1"
"2018-10","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.4","","","","1"
"2018-11","New Brunswick","2016A000213","Accommodation and food services [72]","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2057695","5.17.1.1","23.9","","","","1"
